,PCODE,Region,Province,Municipality_City,food,clothing,power,entertainment,house_items,Health,Transport,Education,Communication,leisure,eats,poverty
1321,PH104208000,Region X,Misamis Occidental,Lopez Jaena,44.2,3.7,8.4,38.1,50.3,49.3,3.5,7.2,48.0,6.0,12.4,0.0
1322,PH104209000,Region X,Misamis Occidental,Oroquieta City,22.2,2.4,10.7,18.3,26.2,30.7,3.1,10.2,33.5,4.5,13.5,0.0
1323,PH104210000,Region X,Misamis Occidental,Ozamis City,20.9,2.2,10.7,17.3,24.6,29.8,2.4,8.1,30.6,4.3,14.1,0.0
1324,PH104211000,Region X,Misamis Occidental,Panaon,31.8,3.8,12.1,25.5,38.1,40.2,4.3,10.7,38.2,5.6,14.8,0.0
1325,PH104212000,Region X,Misamis Occidental,Plaridel,37.4,4.1,11.1,30.6,44.2,35.2,3.0,8.5,44.3,5.4,12.2,0.0
1326,PH104213000,Region X,Misamis Occidental,Sapang Dalaga,46.6,4.2,9.0,39.7,53.5,43.9,3.3,7.5,51.7,5.3,10.2,0.0
1327,PH104214000,Region X,Misamis Occidental,Sinacaban,38.3,4.4,11.4,31.2,45.5,38.9,3.4,8.8,42.7,5.8,13.6,0.0
1328,PH104215000,Region X,Misamis Occidental,Tangub City,39.3,3.3,8.4,33.9,44.8,43.1,2.5,5.8,63.8,5.9,9.3,0.0
1329,PH104216000,Region X,Misamis Occidental,Tudela,38.1,2.8,7.5,33.4,42.8,38.0,3.2,8.4,43.7,5.6,12.8,0.0
1330,PH104217000,Region X,Misamis Occidental,Don Victoriano Chiongbian,67.3,6.6,9.9,56.3,78.2,65.7,5.2,7.8,73.7,6.6,8.9,0.0
1331,PH104301000,Region X,Misamis Oriental,Alubijid,35.4,4.7,13.4,27.6,43.2,53.7,4.0,7.4,47.4,4.5,9.4,0.0
1332,PH104302000,Region X,Misamis Oriental,Balingasag,37.7,4.1,10.8,31.0,44.4,51.2,2.7,5.2,48.9,3.4,6.9,0.0
1333,PH104303000,Region X,Misamis Oriental,Balingoan,33.3,5.9,17.8,23.5,43.0,46.4,5.5,11.9,41.3,5.6,13.5,0.0
1334,PH104304000,Region X,Misamis Oriental,Binuangan,28.7,7.0,24.3,17.2,40.2,52.7,6.3,12.0,42.8,6.7,15.6,0.0
1335,PH104305000,Region X,Misamis Oriental,Cagayan De Oro City,7.7,1.7,22.5,4.9,10.6,22.8,2.2,9.8,19.4,2.7,13.7,0.0
1336,PH104306000,Region X,Misamis Oriental,Claveria,39.1,5.1,13.1,30.7,47.5,57.1,3.4,6.0,46.1,4.4,9.5,0.0
1337,PH104307000,Region X,Misamis Oriental,El Salvador,23.7,4.5,19.0,16.3,31.1,38.8,3.8,9.7,45.1,6.0,13.3,0.0
1338,PH104308000,Region X,Misamis Oriental,Gingoog City,27.7,3.2,11.5,22.5,33.0,48.7,2.4,4.8,44.1,3.1,7.0,0.0
1339,PH104309000,Region X,Misamis Oriental,Gitaguim,35.0,5.3,15.1,26.3,43.7,50.3,4.9,9.8,40.8,4.9,11.9,0.0
1340,PH104310000,Region X,Misamis Oriental,Initao,30.5,5.0,16.5,22.2,38.7,48.9,4.4,9.0,44.3,5.5,12.4,0.0
1341,PH104311000,Region X,Misamis Oriental,Jasaan,26.1,4.4,16.7,18.9,33.3,42.1,4.2,9.9,51.5,6.0,11.6,0.0
1342,PH104312000,Region X,Misamis Oriental,Kinoguitan,27.6,5.0,18.3,19.3,35.9,55.7,4.0,7.1,55.6,6.5,11.7,0.0
1343,PH104313000,Region X,Misamis Oriental,Lagonglong,32.3,5.1,15.9,23.9,40.8,49.9,4.6,9.2,47.9,5.1,10.6,0.0
1344,PH104314000,Region X,Misamis Oriental,Laguindingan,35.4,5.4,15.3,26.5,44.3,52.2,5.2,9.9,32.6,5.7,17.4,0.0
1345,PH104315000,Region X,Misamis Oriental,Libertad,47.1,7.7,16.3,34.4,59.8,55.5,5.5,10.0,46.2,7.4,15.9,0.0
1346,PH104316000,Region X,Misamis Oriental,Lugait,21.2,5.5,25.8,12.2,30.3,40.6,5.8,14.3,47.3,7.9,16.8,0.0
1347,PH104317000,Region X,Misamis Oriental,Magsaysay,48.2,4.7,9.8,40.5,56.0,60.3,3.9,6.4,73.9,6.8,9.2,0.0
1348,PH104318000,Region X,Misamis Oriental,Manticao,28.2,4.2,14.8,21.4,35.1,48.4,4.0,8.3,48.2,5.7,11.8,0.0
1349,PH104319000,Region X,Misamis Oriental,Medina,19.3,3.3,17.0,13.9,24.6,41.0,3.3,8.1,37.3,3.9,10.3,0.0
1350,PH104320000,Region X,Misamis Oriental,Naawan,25.9,4.4,17.2,18.6,33.2,45.7,5.1,11.1,48.6,5.8,11.9,0.0
1351,PH104321000,Region X,Misamis Oriental,Opol,14.3,3.4,23.7,8.7,19.8,31.1,3.2,10.2,30.4,3.9,12.7,0.0
1352,PH104322000,Region X,Misamis Oriental,Salay,27.8,4.5,16.1,20.5,35.2,47.1,4.7,9.9,48.8,5.5,11.2,0.0
1353,PH104323000,Region X,Misamis Oriental,Sugbongcogon,40.6,7.0,17.2,29.1,52.1,45.4,5.8,12.8,45.2,6.0,13.2,0.0
1354,PH104324000,Region X,Misamis Oriental,Tagoloan,14.0,3.9,28.1,7.5,20.4,35.9,4.7,13.1,39.6,4.8,12.2,0.0
1355,PH104325000,Region X,Misamis Oriental,Talisayan,29.0,4.4,15.2,21.8,36.2,48.2,3.8,8.0,49.0,4.9,10.0,0.0
1356,PH104326000,Region X,Misamis Oriental,Villanueva,20.2,4.9,24.4,12.1,28.3,40.5,3.9,9.7,40.9,5.8,14.1,0.0
1357,PH112301000,Region XI,Davao del Norte,Asuncion (Saug),39.2,3.7,9.3,33.2,45.2,41.0,4.2,10.2,38.4,4.2,11.0,0.0
1358,PH112303000,Region XI,Davao del Norte,Carmen,26.7,3.7,13.9,20.6,32.8,28.0,3.5,12.5,34.9,4.1,11.7,0.0
1359,PH112305000,Region XI,Davao del Norte,Kapalong,33.4,4.0,12.0,26.8,39.9,21.5,4.0,18.5,36.0,4.2,11.6,0.0
1360,PH112314000,Region XI,Davao del Norte,New Corella,41.6,4.1,9.8,34.9,48.2,38.2,4.4,11.6,38.4,4.3,11.1,0.0
1361,PH112315000,Region XI,Davao del Norte,Panabo City,16.6,2.1,12.7,13.1,20.1,14.8,2.2,14.8,24.5,2.7,11.2,0.0
1362,PH112317000,Region XI,Davao del Norte,Island Garden City of Samal,28.5,2.0,7.2,25.2,31.9,32.8,2.8,8.6,35.7,2.6,7.2,0.0
1363,PH112318000,Region XI,Davao del Norte,Santo Tomas,21.7,3.4,15.5,16.2,27.3,23.5,4.2,17.9,31.0,5.0,16.2,0.0
1364,PH112319000,Region XI,Davao del Norte,Tagum City,13.8,2.3,17.0,9.9,17.6,15.0,2.8,18.7,17.9,2.6,14.6,0.0
1365,PH112322000,Region XI,Davao del Norte,Talaingod,68.8,8.6,12.5,54.6,82.9,62.6,9.5,15.2,53.1,8.0,15.1,0.0
1366,PH112323000,Region XI,Davao del Norte,Braulio E. Dujali,29.4,5.9,20.0,19.7,39.0,40.8,7.2,17.5,26.9,5.5,20.3,0.0
1367,PH112324000,Region XI,Davao del Norte,San Isidro,43.2,4.7,10.8,35.5,50.9,53.6,5.5,10.3,37.9,4.9,12.8,0.0
1368,PH112401000,Region XI,Davao del Sur,Bansalan,23.7,2.9,12.3,18.9,28.5,21.3,3.1,14.6,31.3,3.5,11.3,0.0
1369,PH112402000,Region XI,Davao del Sur,Davao City,10.6,1.0,9.8,8.9,12.3,13.2,1.3,9.4,15.7,1.4,9.0,0.0
1370,PH112403000,Region XI,Davao del Sur,Digos City,14.7,2.5,16.8,10.6,18.8,18.8,2.6,13.9,22.3,2.9,13.0,0.0
1371,PH112404000,Region XI,Davao del Sur,Hagonoy,23.9,3.4,14.2,18.3,29.5,22.9,3.2,14.0,32.8,4.0,12.2,0.0
1372,PH112405000,Region XI,Davao del Sur,Jose Abad Santos (Trinidad),75.5,5.5,7.2,66.5,84.5,72.3,4.1,5.6,53.6,4.0,7.5,0.0
1373,PH112406000,Region XI,Davao del Sur,Kiblawan,52.9,4.4,8.4,45.6,60.2,57.4,3.8,6.5,45.3,3.4,7.5,0.0
1374,PH112407000,Region XI,Davao del Sur,Magsaysay,29.7,4.0,13.5,23.1,36.3,40.0,4.6,11.5,42.3,4.2,9.9,0.0
1375,PH112408000,Region XI,Davao del Sur,Malalag,35.6,4.5,12.5,28.2,42.9,41.2,4.0,9.6,39.6,4.7,11.9,0.0
1376,PH112409000,Region XI,Davao del Sur,Malita,60.8,4.5,7.4,53.4,68.2,63.8,3.5,5.5,53.0,4.1,7.7,0.0
1377,PH112410000,Region XI,Davao del Sur,Matanao,25.7,2.5,9.6,21.6,29.7,40.7,3.2,8.0,40.9,3.7,9.0,0.0
1378,PH112411000,Region XI,Davao del Sur,Padada,14.1,2.4,17.2,10.1,18.1,14.6,2.5,17.5,25.0,3.6,14.2,0.0
1379,PH112412000,Region XI,Davao del Sur,Santa Cruz,28.6,3.8,13.4,22.3,34.9,27.3,3.6,13.0,34.4,3.7,10.7,0.0
1380,PH112413000,Region XI,Davao del Sur,Santa Maria,50.7,5.0,9.8,42.5,58.9,48.5,4.4,9.0,47.5,3.8,8.0,0.0
1381,PH112414000,Region XI,Davao del Sur,Sulop,37.1,3.2,8.5,31.9,42.3,36.9,4.0,10.9,39.2,3.7,9.3,0.0
1382,PH112415000,Region XI,Davao del Sur,Sarangani,65.9,5.5,8.4,56.8,75.0,72.1,5.0,6.9,54.6,5.9,10.8,0.0
1383,PH112416000,Region XI,Davao del Sur,Don Marcelino,73.8,4.9,6.7,65.7,81.9,66.5,5.4,8.1,56.2,5.1,9.1,0.0
1384,PH112501000,Region XI,Davao Oriental,Baganga,26.2,3.4,13.1,20.5,31.8,44.0,4.6,10.5,28.3,3.3,11.5,0.0
1385,PH112502000,Region XI,Davao Oriental,Banaybanay,34.2,4.5,13.1,26.8,41.6,32.5,4.4,13.6,34.0,4.9,14.3,0.0
1386,PH112503000,Region XI,Davao Oriental,Boston,27.6,4.9,17.7,19.5,35.6,36.6,5.5,15.0,22.9,5.2,22.6,0.0
1387,PH112504000,Region XI,Davao Oriental,Caraga,51.6,5.3,10.2,42.9,60.3,58.0,4.1,7.0,37.8,4.6,12.3,0.0
1388,PH112505000,Region XI,Davao Oriental,Cateel,28.8,3.7,12.9,22.7,34.9,53.5,4.8,8.9,23.1,3.7,16.2,0.0
1389,PH112506000,Region XI,Davao Oriental,Governor Generoso,38.7,4.0,10.3,32.1,45.2,55.7,4.9,8.9,42.8,4.7,11.0,0.0
1390,PH112507000,Region XI,Davao Oriental,Lupon,32.8,4.0,12.1,26.3,39.4,42.9,4.6,10.6,36.8,4.3,11.8,0.0
1391,PH112508000,Region XI,Davao Oriental,Manay,58.1,5.6,9.7,48.9,67.3,58.7,4.9,8.4,39.2,4.5,11.6,0.0
1392,PH112509000,Region XI,Davao Oriental,Mati  (Capital),27.0,3.5,13.1,21.2,32.8,33.9,3.8,11.1,32.9,3.5,10.7,0.0
1393,PH112510000,Region XI,Davao Oriental,San Isidro,35.2,4.4,12.4,28.0,42.4,47.4,5.2,11.0,41.9,4.8,11.5,0.0
1394,PH112511000,Region XI,Davao Oriental,Tarragona,56.9,5.5,9.7,47.8,66.0,62.3,5.4,8.6,39.0,6.1,15.6,0.0
1395,PH118201000,Region XI,Compostela Valley,Compostela,27.0,4.0,14.7,20.5,33.6,26.5,4.7,17.7,31.7,5.2,16.3,0.0
1396,PH118202000,Region XI,Compostela Valley,Laak (San Vicente),53.8,4.5,8.4,46.4,61.2,54.7,4.3,7.8,36.5,3.3,9.0,0.0
1397,PH118203000,Region XI,Compostela Valley,Mabini (Doâ€“a Alicia),32.1,3.9,12.2,25.6,38.5,29.8,4.1,13.9,31.9,4.6,14.3,0.0
1398,PH118204000,Region XI,Compostela Valley,Maco,29.6,2.7,9.3,25.1,34.1,30.6,2.6,8.6,35.2,3.1,8.9,0.0
1399,PH118205000,Region XI,Compostela Valley,Maragusan (San Mariano),31.2,4.0,12.9,24.6,37.8,35.6,4.7,13.2,34.6,4.4,12.8,0.0
1400,PH118206000,Region XI,Compostela Valley,Mawab,32.2,4.2,12.9,25.3,39.0,32.7,4.5,13.8,34.7,4.9,14.2,0.0
1401,PH118207000,Region XI,Compostela Valley,Monkayo,25.9,3.2,12.5,20.6,31.2,32.9,4.2,12.7,25.7,3.1,11.9,0.0
1402,PH118208000,Region XI,Compostela Valley,Montevista,40.2,3.9,9.7,33.8,46.6,41.3,4.6,11.1,36.5,3.9,10.6,0.0
1403,PH118209000,Region XI,Compostela Valley,Nabunturan,24.4,3.1,12.8,19.3,29.6,28.3,3.9,13.7,27.2,3.1,11.5,0.0
1404,PH118210000,Region XI,Compostela Valley,New Bataan,32.9,4.4,13.3,25.7,40.1,42.0,5.5,13.0,30.7,4.8,15.8,0.0
1405,PH118211000,Region XI,Compostela Valley,Pantukan,36.4,4.8,13.3,28.5,44.4,28.3,4.8,17.0,34.4,4.7,13.8,0.0
1406,PH124701000,Region XII,North Cotabato,Alamada,54.3,4.6,8.5,46.7,61.9,44.6,4.4,9.9,40.6,4.9,11.9,0.0
1407,PH124702000,Region XII,North Cotabato,Carmen,56.4,4.1,7.3,49.6,63.2,50.4,5.7,11.2,39.4,3.9,9.9,0.0
1408,PH124703000,Region XII,North Cotabato,Kabacan,38.0,3.5,9.2,32.3,43.7,35.0,3.3,9.5,30.6,3.8,12.4,0.0
1409,PH124704000,Region XII,North Cotabato,Kidapawan City,27.7,3.2,11.7,22.4,33.1,19.2,2.6,13.7,20.0,3.3,16.5,0.0
1410,PH124705000,Region XII,North Cotabato,Libungan,39.6,3.5,8.9,33.8,45.4,32.1,3.8,11.9,31.5,4.4,13.8,0.0
1411,PH124706000,Region XII,North Cotabato,Magpet,48.9,4.0,8.2,42.3,55.5,36.7,3.8,10.3,43.9,3.8,8.5,0.0
1412,PH124707000,Region XII,North Cotabato,Makilala,39.4,3.1,7.8,34.3,44.5,23.2,2.7,11.5,29.0,3.4,11.5,0.0
1413,PH124708000,Region XII,North Cotabato,Matalam,43.0,3.2,7.4,37.8,48.3,34.9,3.2,9.1,35.8,3.6,10.1,0.0
1414,PH124709000,Region XII,North Cotabato,Midsayap,39.6,2.4,6.1,35.6,43.5,33.0,2.9,8.6,31.5,2.3,7.2,0.0
1415,PH124710000,Region XII,North Cotabato,M'lang,38.2,2.6,6.8,34.0,42.5,34.5,3.1,9.1,32.0,5.2,16.1,0.0
1416,PH124711000,Region XII,North Cotabato,Pigkawayan,41.9,2.9,6.9,37.1,46.6,39.0,3.4,8.7,33.0,3.2,9.6,0.0
1417,PH124712000,Region XII,North Cotabato,Pikit,57.8,4.2,7.3,50.9,64.7,48.5,3.6,7.3,51.9,4.6,8.9,0.0
1418,PH124713000,Region XII,North Cotabato,President Roxas,47.6,3.7,7.9,41.4,53.7,35.3,3.8,10.8,36.7,4.5,12.3,0.0
1419,PH124714000,Region XII,North Cotabato,Tulunan,45.4,3.2,7.0,40.2,50.6,38.2,3.7,9.6,34.7,3.7,10.5,0.0
1420,PH124715000,Region XII,North Cotabato,Antipas,41.1,5.0,12.2,32.9,49.3,30.9,4.6,14.9,33.3,4.8,14.5,0.0
1421,PH124716000,Region XII,North Cotabato,Banisilan,45.4,4.8,10.5,37.6,53.3,43.8,4.5,10.2,48.4,6.2,12.9,0.0
1422,PH124717000,Region XII,North Cotabato,Aleosan,58.2,5.1,8.8,49.7,66.6,47.1,5.1,10.8,45.6,5.3,11.5,0.0
1423,PH124718000,Region XII,North Cotabato,Arakan,53.9,4.1,7.6,47.1,60.7,48.0,4.7,9.8,45.8,4.2,9.2,0.0
1424,PH126302000,Region XII,South Cotabato,Banga,30.8,3.8,12.4,24.5,37.2,31.3,3.6,11.4,30.6,3.5,11.3,0.0
1425,PH126303000,Region XII,South Cotabato,General Santos,19.3,3.4,17.8,13.6,25.0,22.5,2.9,13.1,16.7,2.9,17.1,0.0
1426,PH126306000,Region XII,South Cotabato,Koronodal City,21.7,2.8,13.1,17.0,26.4,21.7,2.7,12.5,19.9,3.0,15.2,0.0
1427,PH126311000,Region XII,South Cotabato,Norala,28.5,4.6,16.0,21.0,36.0,33.1,4.1,12.5,26.3,3.5,13.3,0.0
1428,PH126312000,Region XII,South Cotabato,Polomolok,22.8,4.4,19.1,15.6,30.0,22.8,3.4,15.1,21.2,3.8,17.9,0.0
1429,PH126313000,Region XII,South Cotabato,Surallah,32.0,3.8,11.9,25.7,38.3,30.5,3.4,11.1,27.1,3.8,14.1,0.0
1430,PH126314000,Region XII,South Cotabato,Tampakan,37.3,4.4,11.7,30.1,44.4,33.1,3.9,11.9,31.4,4.2,13.5,0.0
1431,PH126315000,Region XII,South Cotabato,Tantangan,35.4,4.6,13.0,27.8,43.0,38.2,4.4,11.5,31.0,4.4,14.3,0.0
1432,PH126316000,Region XII,South Cotabato,T'boli,60.2,4.6,7.6,52.7,67.7,52.7,3.8,7.3,49.8,4.9,9.9,0.0
1433,PH126317000,Region XII,South Cotabato,Tupi,32.9,3.9,11.8,26.5,39.3,34.7,4.5,12.8,32.6,3.6,11.0,0.0
1434,PH126318000,Region XII,South Cotabato,Santo Nino,28.0,5.0,18.0,19.7,36.2,32.1,4.7,14.5,28.1,5.3,19.0,0.0
1435,PH126319000,Region XII,South Cotabato,Lake Sebu,63.5,6.7,10.5,52.5,74.4,52.8,5.6,10.5,55.1,7.3,13.2,0.0
1436,PH126501000,Region XII,Sultan Kudarat,Bagumbayan,47.6,4.2,8.9,40.7,54.6,46.9,4.5,9.5,41.9,4.6,11.0,0.0
1437,PH126502000,Region XII,Sultan Kudarat,Colombio,54.7,4.3,7.9,47.5,61.8,54.4,5.7,10.5,45.5,5.6,12.4,0.0
1438,PH126503000,Region XII,Sultan Kudarat,Esperanza,38.6,3.3,8.7,33.1,44.1,33.2,3.5,10.5,31.3,5.3,17.0,0.0
1439,PH126504000,Region XII,Sultan Kudarat,Isulan,29.9,3.9,12.9,23.6,36.3,26.8,3.3,12.3,25.5,3.6,14.3,0.0
1440,PH126505000,Region XII,Sultan Kudarat,Kalamansig,51.0,5.0,9.8,42.7,59.2,50.6,4.9,9.6,47.3,4.9,10.3,0.0
1441,PH126506000,Region XII,Sultan Kudarat,Lebak,50.9,3.8,7.5,44.6,57.2,46.0,3.7,8.1,37.1,3.4,9.1,0.0
1442,PH126507000,Region XII,Sultan Kudarat,Lutayan,51.2,4.8,9.3,43.4,59.1,51.1,5.6,11.0,58.8,6.7,11.5,0.0
1443,PH126508000,Region XII,Sultan Kudarat,Lambayong,42.1,3.5,8.2,36.4,47.8,41.4,3.9,9.4,34.2,3.7,10.9,0.0
1444,PH126509000,Region XII,Sultan Kudarat,Palimbang,57.6,5.6,9.7,48.4,66.8,63.7,4.0,6.2,50.0,5.5,10.9,0.0
1445,PH126510000,Region XII,Sultan Kudarat,President Quirino,32.7,3.4,10.3,27.2,38.3,31.7,4.2,13.1,31.9,4.6,14.3,0.0
1446,PH126511000,Region XII,Sultan Kudarat,Tacurong City,22.2,3.2,14.4,16.9,27.4,18.5,2.5,13.6,19.6,2.8,14.3,0.0
1447,PH126512000,Region XII,Sultan Kudarat,Sen. Ninoy Aquino,54.6,4.8,8.7,46.8,62.4,47.6,4.6,9.6,40.9,3.8,9.2,0.0
1448,PH128001000,Region XII,Sarangani,Alabel,45.9,5.2,11.4,37.3,54.5,41.0,4.9,12.0,32.3,5.5,17.0,0.0
1449,PH128002000,Region XII,Sarangani,Glan,49.0,4.0,8.2,42.4,55.6,47.0,4.2,8.8,37.2,3.3,8.8,0.0
1450,PH128003000,Region XII,Sarangani,Kiamba,36.4,4.2,11.5,29.5,43.3,45.0,4.9,11.0,31.3,4.3,13.6,0.0
1451,PH128004000,Region XII,Sarangani,Maasim,44.1,5.0,11.4,35.8,52.3,52.2,5.8,11.2,37.7,5.0,13.2,0.0
1452,PH128005000,Region XII,Sarangani,Maitum,39.8,3.8,9.6,33.5,46.0,42.8,4.2,9.9,32.5,4.0,12.2,0.0
1453,PH128006000,Region XII,Sarangani,Malapatan,53.1,5.5,10.4,44.0,62.2,54.1,6.0,11.0,43.9,7.0,15.9,0.0
1454,PH128007000,Region XII,Sarangani,Malungon,47.0,4.7,9.9,39.4,54.7,45.3,4.1,9.0,37.9,3.8,10.0,0.0
1455,PH129804000,Region XII,Cotabato City,Cotobato City,29.7,2.8,9.3,25.2,34.3,26.9,5.4,18.4,21.1,3.5,16.4,0.0
1456,PH150702000,ARMM,Basilan,Lamitan,31.9,3.2,10.0,26.7,37.2,17.5,3.6,20.4,33.8,5.7,16.8,0.0
1457,PH150703000,ARMM,Basilan,Lantawan,34.8,4.6,13.3,27.1,42.4,25.2,4.3,17.2,47.0,7.8,16.6,0.0
1458,PH150704000,ARMM,Basilan,Maluso,37.5,5.3,14.2,28.7,46.3,39.2,6.7,17.0,48.0,8.1,17.0,0.0
1459,PH150705000,ARMM,Basilan,Sumisip,52.8,6.2,11.8,42.5,63.1,29.4,4.9,16.8,49.6,6.8,13.7,0.0
1460,PH150706000,ARMM,Basilan,Tipo-Tipo,35.1,5.9,16.8,25.4,44.8,28.0,6.3,22.4,38.7,8.9,23.1,0.0
1461,PH150707000,ARMM,Basilan,Tuburan,43.5,6.0,13.7,33.6,53.3,37.6,7.4,19.7,50.7,12.3,24.2,0.0
1462,PH150708000,ARMM,Basilan,Akbar,53.9,7.5,13.9,41.6,66.2,32.7,7.0,21.3,41.4,12.9,31.1,0.0
1463,PH150709000,ARMM,Basilan,Al-barka,57.0,8.1,14.2,43.7,70.3,27.0,5.0,18.5,45.5,9.6,21.1,0.0
1464,PH150710000,ARMM,Basilan,Hadji Mohammad Ajul,45.5,6.2,13.7,35.2,55.8,30.5,5.4,17.8,48.3,9.6,20.0,0.0
1465,PH150711000,ARMM,Basilan,Ungkaya Pukan,48.7,6.6,13.6,37.7,59.6,26.5,5.8,21.8,47.0,10.0,21.4,0.0
1466,PH150712000,ARMM,Basilan,Hadju Muhtamad,45.7,7.4,16.1,33.6,57.8,35.5,6.6,18.6,0.0,0.0,0.0,0.0
1467,PH150713000,ARMM,Basilan,Tabuan-Lasa,51.6,7.6,14.7,39.1,64.1,40.3,7.4,18.3,0.0,0.0,0.0,0.0
1468,PH153601000,ARMM,Lanao del Sur,Bacolod-Kalawi,84.8,5.6,6.7,75.5,94.0,29.4,4.1,13.9,33.6,9.1,27.0,0.0
1469,PH153602000,ARMM,Lanao del Sur,Balabagan,53.9,5.2,9.7,45.3,62.5,34.4,4.7,13.6,28.7,6.8,23.7,0.0
1470,PH153603000,ARMM,Lanao del Sur,Balindong (Watu),63.6,5.8,9.1,54.0,73.1,42.9,7.0,16.3,36.8,9.1,24.6,0.0
1471,PH153604000,ARMM,Lanao del Sur,Bayang,69.8,5.7,8.1,60.5,79.1,33.9,4.9,14.5,36.5,9.1,25.0,0.0
1472,PH153605000,ARMM,Lanao del Sur,Binidayan,63.8,5.2,8.1,55.3,72.4,36.8,5.7,15.5,25.3,7.2,28.4,0.0
1473,PH153606000,ARMM,Lanao del Sur,Bubong,52.9,7.4,13.9,40.8,65.0,42.6,7.0,16.5,35.0,10.1,28.7,0.0
1474,PH153607000,ARMM,Lanao del Sur,Butig,58.9,5.8,9.8,49.5,68.4,37.1,6.1,16.4,30.6,7.6,24.8,0.0
1475,PH153609000,ARMM,Lanao del Sur,Ganassi,68.8,5.5,8.0,59.8,77.9,34.8,4.9,14.0,30.2,7.1,23.4,0.0
1476,PH153610000,ARMM,Lanao del Sur,Kapai,74.8,6.2,8.2,64.6,84.9,43.0,6.5,15.1,41.7,11.2,26.8,0.0
1477,PH153611000,ARMM,Lanao del Sur,Lumba-Bayabao (Maguing),74.0,5.6,7.6,64.7,83.3,38.8,5.7,14.8,24.3,5.6,22.9,0.0
1478,PH153612000,ARMM,Lanao del Sur,Lumbatan,59.4,5.1,8.5,51.1,67.8,36.8,4.7,12.8,34.0,10.8,31.9,0.0
1479,PH153613000,ARMM,Lanao del Sur,Madalum,60.9,5.1,8.4,52.4,69.3,32.6,4.5,13.9,27.9,6.1,21.9,0.0
1480,PH153614000,ARMM,Lanao del Sur,Madamba,66.9,5.3,7.9,58.2,75.6,46.7,7.0,15.0,23.3,6.4,27.5,0.0
1481,PH153615000,ARMM,Lanao del Sur,Malabang,68.1,5.6,8.2,58.9,77.2,37.7,5.1,13.7,28.8,6.8,23.5,0.0
1482,PH153616000,ARMM,Lanao del Sur,Marantao,60.2,4.5,7.4,52.9,67.5,29.2,4.7,16.0,33.0,7.7,23.4,0.0
1483,PH153617000,ARMM,Lanao del Sur,Marawi City,60.0,4.7,7.8,52.3,67.8,34.5,4.7,13.7,27.6,4.6,16.6,0.0
1484,PH153618000,ARMM,Lanao del Sur,Masiu,59.4,5.0,8.5,51.2,67.7,39.4,6.9,17.6,32.8,7.7,23.6,0.0
1485,PH153619000,ARMM,Lanao del Sur,Mulondo,65.4,5.5,8.5,56.3,74.5,54.2,10.2,18.8,37.1,10.0,26.8,0.0
1486,PH153620000,ARMM,Lanao del Sur,Pagayawan (Tatarikan),71.6,5.9,8.3,61.8,81.3,43.5,7.3,16.7,38.8,9.8,25.2,0.0
1487,PH153621000,ARMM,Lanao del Sur,Piagapo,81.4,5.5,6.7,72.4,90.4,37.0,4.4,11.9,38.6,9.0,23.2,0.0
1488,PH153622000,ARMM,Lanao del Sur,Poona Bayabao  (Gata),64.3,5.2,8.0,55.9,72.8,28.3,4.7,16.5,31.9,8.1,25.4,0.0
1489,PH153623000,ARMM,Lanao del Sur,Pualas,72.5,6.6,9.2,61.6,83.4,27.5,4.7,17.0,25.6,6.2,24.0,0.0
1490,PH153624000,ARMM,Lanao del Sur,Ditsaan-Ramain,67.0,5.5,8.2,58.0,76.0,41.9,6.1,14.6,33.0,7.5,22.6,0.0
1491,PH153625000,ARMM,Lanao del Sur,Saguiaran,72.0,6.2,8.5,61.9,82.2,33.2,4.4,13.4,37.4,9.8,26.3,0.0
1492,PH153626000,ARMM,Lanao del Sur,Tamparan,68.3,5.6,8.2,59.1,77.5,39.9,5.8,14.6,30.3,7.1,23.5,0.0
1493,PH153627000,ARMM,Lanao del Sur,Taraka,67.8,5.5,8.1,58.8,76.8,38.0,5.4,14.3,30.9,8.4,27.2,0.0
1494,PH153628000,ARMM,Lanao del Sur,Tubaran,51.7,5.4,10.4,42.9,60.6,44.4,7.3,16.4,40.3,9.0,22.4,0.0
1495,PH153629000,ARMM,Lanao del Sur,Tugaya,68.4,5.7,8.3,59.0,77.8,45.3,7.9,17.4,39.7,11.8,29.7,0.0
1496,PH153630000,ARMM,Lanao del Sur,Wao,73.8,6.2,8.3,63.7,83.9,25.5,4.2,16.4,27.6,6.3,22.8,0.0
1497,PH153631000,ARMM,Lanao del Sur,Marogong,76.2,6.9,9.0,64.9,87.5,46.2,7.5,16.2,46.1,11.0,23.8,0.0
1498,PH153632000,ARMM,Lanao del Sur,Calanogas,72.5,6.2,8.5,62.3,82.7,53.9,10.0,18.6,39.8,9.6,24.1,0.0
1499,PH153633000,ARMM,Lanao del Sur,Buadiposo-Buntong,52.8,5.8,11.1,43.2,62.5,38.6,5.8,15.0,31.0,8.6,27.6,0.0
1500,PH153634000,ARMM,Lanao del Sur,Maguing,58.8,5.3,9.0,50.0,67.5,29.9,4.1,13.6,33.0,7.3,22.1,0.0
1501,PH153635000,ARMM,Lanao del Sur,Sultan Gumander,72.7,5.6,7.7,63.5,81.9,47.3,6.8,14.5,40.5,10.2,25.1,0.0
1502,PH153636000,ARMM,Lanao del Sur,Lumbayanague,81.9,5.6,6.8,72.7,91.1,55.7,9.7,17.4,30.1,7.9,26.3,0.0
